digrp_pavadinimas,data2,dinst_id4,apskritis1,savivaldybe,data1,dinst_id5
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2007-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2007-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2008-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2008-09-01,34
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2008-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2008-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2008-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2008-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2008-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2008-09-01,21
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2008-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2008-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2009-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2009-09-01,31
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2009-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2009-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2009-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2009-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2009-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2009-09-01,21
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2009-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2009-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2010-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2010-09-01,28
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2010-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2010-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2010-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2010-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2010-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2010-09-01,20
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2010-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2010-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2011-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2011-09-01,27
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2011-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2011-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2011-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2011-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2011-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2011-09-01,20
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2011-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2011-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2012-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2012-09-01,27
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2012-09-01,14
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2012-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2012-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2012-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2012-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2012-09-01,7
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2012-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2012-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2013-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2013-09-01,28
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2013-09-01,14
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2013-09-01,3
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2013-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2013-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2013-09-01,1
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2013-09-01,7
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2013-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2013-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2014-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2014-09-01,29
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2014-09-01,14
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2014-09-01,3
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2014-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2014-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2014-09-01,1
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2014-09-01,7
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2014-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2014-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2015-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2015-09-01,29
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2015-09-01,14
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2015-09-01,4
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2015-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2015-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2015-09-01,1
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2015-09-01,7
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2015-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2015-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2016-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2016-09-01,29
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2016-09-01,14
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2016-09-01,17
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2016-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2016-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2016-09-01,1
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2016-09-01,7
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2016-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2016-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2017-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2017-09-01,29
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2017-09-01,14
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2017-09-01,17
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2017-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2017-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2017-09-01,1
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2017-09-01,7
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2017-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2017-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2003-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2003-09-01,30
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2003-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2003-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2003-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2003-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2003-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2003-09-01,15
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2003-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2003-09-01,-
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2004-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2004-09-01,35
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2004-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2004-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2004-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2004-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2004-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2004-09-01,15
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2004-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2004-09-01,-
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2005-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2005-09-01,25
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2005-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2005-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2005-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2005-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2005-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2005-09-01,15
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2005-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2005-09-01,-
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2006-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2006-09-01,24
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2006-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2006-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2006-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2006-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2006-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2006-09-01,13
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2006-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2006-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2007-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2007-09-01,24
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2007-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2007-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2007-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2007-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2007-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2007-09-01,13
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2007-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2007-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2008-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2008-09-01,22
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2008-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2008-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2008-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2008-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2008-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2008-09-01,12
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2008-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2008-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2009-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2009-09-01,22
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2009-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2009-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2009-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2009-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2009-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2009-09-01,12
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2009-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2009-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2010-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2010-09-01,22
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2010-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2010-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2010-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2010-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2010-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2010-09-01,12
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2010-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2010-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2011-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2011-09-01,22
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2011-09-01,9
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2011-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2011-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2011-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2011-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2011-09-01,3
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2011-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2011-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2012-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2012-09-01,21
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2012-09-01,9
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2012-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2012-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2012-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2012-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2012-09-01,3
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2012-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2012-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2013-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2013-09-01,20
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2013-09-01,9
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2013-09-01,1
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2013-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2013-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2013-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2013-09-01,2
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2013-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2013-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2014-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2014-09-01,20
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2014-09-01,8
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2014-09-01,2
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2014-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2014-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2014-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2014-09-01,3
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2014-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2014-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2015-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2015-09-01,20
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2015-09-01,8
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2015-09-01,3
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2015-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2015-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2015-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2015-09-01,3
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2015-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2015-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2016-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2016-09-01,20
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2016-09-01,8
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2016-09-01,12
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2016-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2016-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2016-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2016-09-01,3
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2016-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2016-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Plungės r. sav.,2017-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2017-09-01,20
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2017-09-01,8
Kitas švietimo teikėjas,,,Telšių apskr.,Plungės r. sav.,2017-09-01,12
Kompetencijų vertinimo institucija,,,Telšių apskr.,Plungės r. sav.,2017-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Plungės r. sav.,2017-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Plungės r. sav.,2017-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Plungės r. sav.,2017-09-01,3
Profesinio mokymo įstaiga,,,Telšių apskr.,Plungės r. sav.,2017-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Plungės r. sav.,2017-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Rietavo sav.,2003-09-01,1
Bendrojo ugdymo mokykla,,,Telšių apskr.,Rietavo sav.,2003-09-01,10
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Rietavo sav.,2003-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Rietavo sav.,2003-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Rietavo sav.,2003-09-01,-
